asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,DiffMean,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
btc,2025-01-21 00:00:00+00:00,864025,1759541.7593984962,2099953742682.1108,833692487601.227,110451907374649.5,35206.31769705,flash,2025-01-22T01:12:45.211136000Z,42066.50693403,flash,2025-01-22T01:12:45.019991000Z,148751.82000314,14117163.357314102,2.518858900509325,-6860.189236980004
btc,2025-01-22 00:00:00+00:00,830610,1772797.22,2056477666295.4968,836300209654.0685,110451907374649.5,31182.19717586,flash,2025-01-23T01:19:44.445045000Z,33779.09905919,flash,2025-01-23T01:19:44.248141000Z,139697.01977783,14720984.52469536,2.459018475131256,-2596.901883329996
btc,2025-01-23 00:00:00+00:00,797154,1689714.2205882352,2064318362060.2715,840709705995.0288,110451907374649.5,32754.42365074,flash,2025-01-24T01:32:17.834056000Z,39544.26073672,flash,2025-01-24T01:32:17.622909000Z,166315.49832532,12412062.512793483,2.455447281433525,-6789.837085980005
btc,2025-01-24 00:00:00+00:00,778133,1692461.3785714284,2074895497988.584,841680037980.8423,110451907374649.5,28041.20819196,flash,2025-01-25T02:36:01.963099000Z,32697.5777008,flash,2025-01-25T02:36:01.769337000Z,135560.61049641,15306035.36226722,2.465183210197284,-4656.369508840002
btc,2025-01-25 00:00:00+00:00,674223,1730340.2109375,2077908832637.7983,842274668005.5825,110451907374649.5,18066.48983968,flash,2025-01-26T01:22:41.612506000Z,18454.61624672,flash,2025-01-26T01:22:41.397970000Z,62606.46372343,33190004.818306908,2.4670204525538764,-388.1264070399993
btc,2025-01-26 00:00:00+00:00,652111,1769858.423357664,2037674834179.0256,842584810231.6597,110451907374649.5,16064.42531706,flash,2025-01-27T01:42:46.100381000Z,19968.14931308,flash,2025-01-27T01:42:45.900122000Z,60039.84849986,33938707.12688053,2.418361700134125,-3903.72399602
btc,2025-01-27 00:00:00+00:00,800741,1781950.7692307692,2019377065358.7551,843722954847.0802,108451388275778.94,41197.97076565,flash,2025-01-28T02:40:39.060839000Z,41621.17837053,flash,2025-01-28T02:40:38.686170000Z,159193.09156663,12685079.77001972,2.3934124984483267,-423.2076048799936
btc,2025-01-28 00:00:00+00:00,754559,1904270.5202702703,2004179506349.8545,844474101346.2826,108105433845147.2,27538.06549338,flash,2025-01-29T02:09:00.270136000Z,31072.43058677,flash,2025-01-29T02:08:59.935954000Z,111588.73611275,17960410.487352576,2.373287118165897,-3534.365093389999
btc,2025-01-29 00:00:00+00:00,732357,1795742.4516129033,2059331945599.1267,845263685324.6909,108105433845147.2,23711.11008373,flash,2025-01-30T02:04:40.888801000Z,24054.79290759,flash,2025-01-30T02:04:40.545541000Z,84780.19391832,24290248.116006367,2.436318963363576,-343.6828238599992
btc,2025-01-30 00:00:00+00:00,768553,1743722.924137931,2080556697805.9504,846526879597.6029,108105433845147.2,29074.24361697,flash,2025-01-31T01:28:42.012000000Z,31076.54855277,flash,2025-01-31T01:28:41.704840000Z,99334.91270718,20944868.637867805,2.457756213004062,-2002.304935799999
btc,2025-01-31 00:00:00+00:00,767144,1726590.24,2026606623485.5928,847021479034.4794,108105433845147.2,29083.36453016,flash,2025-02-01T02:13:12.903139000Z,36506.69016973,flash,2025-02-01T02:13:12.638732000Z,133145.49074144,15220993.30739734,2.3926271926371023,-7423.325639569997
btc,2025-02-01 00:00:00+00:00,732561,1884174.3260869563,1993910895067.3057,847284273872.3013,108105433845147.2,18661.66563007,flash,2025-02-02T01:33:25.359860000Z,21538.4850499,flash,2025-02-02T01:33:25.073881000Z,55402.45917552,35989573.83372488,2.3532962389997323,-2876.819419829997
btc,2025-02-02 00:00:00+00:00,762118,1674860.0994152045,1930832016063.4487,847380817896.6698,108105433845147.2,28064.53098639,flash,2025-02-03T01:22:14.853162000Z,24906.15602288,flash,2025-02-03T01:22:14.446324000Z,76381.55393329,25278773.69122126,2.2785882985362735,3158.3749635099994
btc,2025-02-03 00:00:00+00:00,872269,1690254.0130718953,2013279341602.0896,848866354549.4819,108105433845147.2,50331.92799742,flash,2025-02-04T02:13:58.324728000Z,53070.44613154,flash,2025-02-04T02:13:58.023861000Z,216950.03002322,9279921.931269657,2.3717271049935715,-2738.518134119993
btc,2025-02-04 00:00:00+00:00,807567,1831698.3358778623,1939309473574.1904,850294593184.96,108105433845147.2,31684.79643644,flash,2025-02-05T02:26:33.105787000Z,58846.15170372,flash,2025-02-05T02:26:32.816067000Z,238615.30840952,8127347.262422406,2.280750094282139,-27161.355267280003
btc,2025-02-05 00:00:00+00:00,755489,1921963.1041666665,1913809109907.9287,851893521808.5767,108105433845147.2,27660.04309171,flash,2025-02-06T02:50:12.076097000Z,84749.5522055,flash,2025-02-06T02:48:51.639682000Z,202382.81018096,9456381.736159815,2.246535583279113,-57089.50911379
btc,2025-02-06 00:00:00+00:00,753978,1752266.1862068963,1913495458438.8672,852977029606.1395,108105433845147.2,34689.96889475,flash,2025-02-07T01:53:03.600453000Z,41745.01453175,flash,2025-02-07T01:53:03.306326000Z,129294.06877379,14799561.005282275,2.243314171452448,-7055.045636999996
btc,2025-02-07 00:00:00+00:00,753607,1737505.4393063583,1910431989078.9983,853343823921.7522,108105433845147.2,31273.88320324,flash,2025-02-08T02:00:08.168663000Z,30896.64907784,flash,2025-02-08T02:00:07.876148000Z,120563.23304621,15845892.158074092,2.2387599646519223,377.23412539999845
btc,2025-02-08 00:00:00+00:00,655694,1799283.0375,1914825201259.5168,853693689034.5334,108105433845147.2,20051.44763155,flash,2025-02-09T02:24:37.866997000Z,23770.74133326,flash,2025-02-09T02:24:37.593492000Z,68801.2370689,27831261.221974004,2.24298858695447,-3719.293701710001
btc,2025-02-09 00:00:00+00:00,630935,1850420.7272727273,1909049334363.78,855104964566.8147,112090137802479.2,20578.93771027,flash,2025-02-10T02:37:56.334519000Z,21573.65090969,flash,2025-02-10T02:37:56.077085000Z,73819.08276405,25861190.1270262,2.232532160927027,-994.7131994200026
btc,2025-02-10 00:00:00+00:00,784554,1679663.6043165468,1930211390619.1672,855586168203.358,114167270716407.6,32200.33661208,flash,2025-02-11T01:49:24.664602000Z,36606.90744351,flash,2025-02-11T01:49:24.375126000Z,130123.45718889,14833692.804651132,2.256010513438302,-4406.570831429999
btc,2025-02-11 00:00:00+00:00,778968,1670387.620967742,1899147805926.7595,856304946954.5616,114167270716407.6,32251.62456601,flash,2025-02-12T02:03:47.698630000Z,30981.78438734,flash,2025-02-12T02:03:47.397635000Z,123204.59198101,15414586.221100286,2.217840516606912,1269.8401786699978
btc,2025-02-12 00:00:00+00:00,713585,1688826.1203007519,1937847635266.7156,856898658650.0258,114167270716407.6,25958.48730685,flash,2025-02-13T01:21:11.640631000Z,25839.68953206,flash,2025-02-13T01:21:11.398238000Z,106417.34663928,18209884.915054172,2.2614665289821287,118.79777478999677
btc,2025-02-13 00:00:00+00:00,752473,1788746.8987341772,1913676151860.9067,857131484220.7045,114167270716407.6,28369.4352703,flash,2025-02-14T01:21:10.853816000Z,25389.94322411,flash,2025-02-14T01:21:10.604373000Z,94825.68468936,20180989.550773393,2.2326518009087044,2979.49204619
btc,2025-02-14 00:00:00+00:00,734111,1796457.7105263155,1931159716999.0176,857659559460.6627,114167270716407.6,28356.40093196,flash,2025-02-15T01:38:18.778922000Z,31451.92004027,flash,2025-02-15T01:38:18.532884000Z,112515.08528393,17163562.664737508,2.2516623241667393,-3095.51910831
btc,2025-02-15 00:00:00+00:00,651702,1804899.1,1934556498527.5264,858092884401.1683,114167270716407.6,15937.21613977,flash,2025-02-16T01:42:08.055664000Z,17176.81236978,flash,2025-02-16T01:42:07.854678000Z,55657.71678778,34758100.2272136,2.254483790385446,-1239.59623001
btc,2025-02-16 00:00:00+00:00,607272,1420484.59602649,1906827963922.086,858173278476.9448,114167270716407.6,15427.67043577,flash,2025-02-17T02:14:43.647809000Z,18114.62252116,flash,2025-02-17T02:14:43.430958000Z,53291.87099362,35780841.024522625,2.221961475316798,-2686.9520853899994
btc,2025-02-17 00:00:00+00:00,722465,1734636.781021898,1899102368220.6968,858331565714.2032,114167270716407.6,19371.2728819,flash,2025-02-18T02:04:57.432868000Z,21435.91715759,flash,2025-02-18T02:00:30.542251000Z,78113.26457778,24312162.325896606,2.212551004856131,-2064.6442756899996
btc,2025-02-18 00:00:00+00:00,752996,1786571.2285714285,1892274974606.2864,858671712761.3335,114167270716407.6,22676.9313314,flash,2025-02-19T01:28:55.839140000Z,20864.00350184,flash,2025-02-19T01:24:34.618504000Z,98619.66403549,19187603.132832803,2.2037234329299973,1812.927829559998
btc,2025-02-19 00:00:00+00:00,680832,1715226.325396825,1916181201685.9424,859091778407.2286,114167270716407.6,31283.97374838,flash,2025-02-20T01:32:59.431545000Z,31155.54128833,flash,2025-02-20T01:32:59.441104000Z,123717.0108973,15488421.420693742,2.23047321584031,128.43246005000037
btc,2025-02-20 00:00:00+00:00,692965,1700599.846153846,1950804507961.5483,859702094912.965,114167270716407.6,24802.46172684,flash,2025-02-21T01:51:02.639974000Z,32309.00139932,flash,2025-02-21T01:51:02.904778000Z,124781.35801036,15633781.672736583,2.269163375900631,-7506.539672480001
btc,2025-02-21 00:00:00+00:00,718521,1698720.4108527133,1904384514551.3691,859948278304.1061,114167270716407.6,30619.97886281,flash,2025-02-22T02:10:59.489481000Z,31928.33614425,flash,2025-02-22T02:10:59.749742000Z,133347.17731063,14281401.023698742,2.214533783714276,-1308.3572814399995
btc,2025-02-22 00:00:00+00:00,629577,1752630.9640287769,1915464594989.7837,860506913557.6365,114167270716407.6,18192.36293591,flash,2025-02-23T02:19:56.416656000Z,30935.0704297,flash,2025-02-23T02:19:56.669872000Z,95194.88770485,20121506.954539895,2.2259723481715947,-12742.70749379
btc,2025-02-23 00:00:00+00:00,515136,1729773.1240310075,1905310407147.9172,860722715315.8364,113469820635893.08,10897.74006734,flash,2025-02-24T02:10:09.816266000Z,13478.29876431,flash,2025-02-24T02:10:10.100336000Z,64099.25425396,29724377.129242633,2.213616967746432,-2580.55869697
btc,2025-02-24 00:00:00+00:00,713984,1709863.7,1821634093760.3489,860715047175.1118,110568428300952.7,22478.5708245,flash,2025-02-25T01:33:45.788232000Z,21623.81366559,flash,2025-02-25T01:33:46.043970000Z,111408.74004316,16350908.313428944,2.116419481382366,854.7571589099971
btc,2025-02-25 00:00:00+00:00,837361,1614674.6666666665,1760208246634.8357,860713457324.0345,110568428300952.7,56362.40885304,flash,2025-02-26T01:51:51.109395000Z,48093.50792543,flash,2025-02-26T01:51:51.120129000Z,200865.57215043,8763115.688718423,2.045057192561318,8268.900927609997
btc,2025-02-26 00:00:00+00:00,827083,1471092.4203821656,1665430715502.8591,859729392893.4674,110568428300952.7,48098.72344175,flash,2025-02-27T05:13:01.846489000Z,53994.11207824,flash,2025-02-27T05:13:01.857974000Z,203856.21336595,8169634.312363005,1.9371568882829036,-5895.388636490003
btc,2025-02-27 00:00:00+00:00,890859,1606081.5,1678112099535.171,860017999108.1152,110568428300952.7,34736.15066345,flash,2025-02-28T01:22:25.781214000Z,35328.29972272,flash,2025-02-28T01:22:25.794536000Z,157884.27792023,10628747.343564037,1.9512523008535438,-592.1490592700065
btc,2025-02-28 00:00:00+00:00,915297,1709848.3076923075,1670585267601.7073,859848976451.8734,110568428300952.7,43191.16357082,flash,2025-03-01T02:36:04.616650000Z,45563.61897264,flash,2025-03-01T02:36:04.628476000Z,192730.49880032,8667986.011557676,1.9428821960052791,-2372.4554018199997
btc,2025-03-01 00:00:00+00:00,796043,1762664.8194444445,1702364201940.7178,859878831367.989,110568428300952.7,22207.86478365,flash,2025-03-02T01:57:31.405610000Z,24836.12337427,flash,2025-03-02T01:57:31.413682000Z,84361.13677375,20179483.9074576,1.9797721956155279,-2628.25859062
btc,2025-03-02 00:00:00+00:00,691454,1749635.007936508,1870638896492.398,861118868104.9176,110568428300952.7,21981.33003999,flash,2025-03-03T01:56:33.026753000Z,29953.21712632,flash,2025-03-03T01:56:33.043862000Z,108475.6306102,17244784.713116027,2.17233527887869,-7971.88708633
btc,2025-03-03 00:00:00+00:00,804674,1763689.1666666665,1711790108875.507,860607415448.8723,110568428300952.7,35714.84970192,flash,2025-03-04T02:36:02.201851000Z,38044.00658507,flash,2025-03-04T02:44:53.152001000Z,143076.62484148,11964149.355438488,1.9890487557357128,-2329.156883149997
btc,2025-03-04 00:00:00+00:00,752956,1761724.910958904,1731815528260.4128,860774701536.4253,110568428300952.7,30411.13999389,flash,2025-03-05T02:10:13.052421000Z,30944.60825768,flash,2025-03-05T02:10:13.009130000Z,120609.26426037,14358893.065807847,2.011926611190173,-533.4682637900005
btc,2025-03-05 00:00:00+00:00,735786,1799940.104477612,1797214619202.8445,861766886136.8416,110568428300952.7,23995.70843781,flash,2025-03-06T02:00:43.327865000Z,25230.78593506,flash,2025-03-06T02:00:43.281189000Z,126045.38324853,14258472.407983294,2.0854997425805726,-1235.0774972500003
btc,2025-03-06 00:00:00+00:00,825264,1689724.8117647057,1789382285455.2207,862524152392.3977,110568428300952.7,25780.4079526,flash,2025-03-07T02:02:10.669141000Z,26225.66403486,flash,2025-03-07T02:02:10.610738000Z,135535.12352685,13202351.08724963,2.0745880338445954,-445.2560822600026
btc,2025-03-07 00:00:00+00:00,863520,1554533.38028169,1716663461110.232,862382576128.4448,110568428300952.7,29456.56429117,flash,2025-03-08T02:38:39.573364000Z,27236.72874061,flash,2025-03-08T02:38:39.518545000Z,134525.62061368,12760866.318840558,1.9906054558951907,2219.835550560001
btc,2025-03-08 00:00:00+00:00,673352,1647978.2335766423,1709117730734.5408,862449171349.6206,110568428300952.7,10518.16023581,flash,2025-03-09T02:39:56.814837000Z,12455.76577937,flash,2025-03-09T02:39:56.756639000Z,61884.85721512,27617705.00323561,1.9817025600012974,-1937.6055435599992
btc,2025-03-09 00:00:00+00:00,664954,1700406.9496855345,1599605268650.108,862173355504.5181,111135229091491.1,14606.50321778,flash,2025-03-10T02:30:52.801200000Z,14633.23711786,flash,2025-03-10T02:30:52.766241000Z,65050.90299858,24590054.786557317,1.8553174468191107,-26.73390008000024
btc,2025-03-10 00:00:00+00:00,800739,1604413.4285714284,1567078358406.0225,861833538021.4635,112149504190349.3,34540.28869042,flash,2025-03-11T02:03:00.476647000Z,39602.34128424,flash,2025-03-11T02:03:00.424779000Z,166345.83326174,9420604.81875896,1.8183074680565463,-5062.052593820001
btc,2025-03-11 00:00:00+00:00,782819,1570328.1739130435,1641320516183.5276,862511116751.8109,112149504190349.3,33031.30768783,flash,2025-03-12T01:34:35.887846000Z,44475.65462046,flash,2025-03-12T01:34:35.841447000Z,156102.17983694,10514398.440162754,1.9029557814450992,-11444.346932630004
btc,2025-03-12 00:00:00+00:00,745460,1722977.6013071896,1658875091592.0261,863150734478.6868,112149504190349.3,22242.47582656,flash,2025-03-13T01:48:36.704670000Z,42880.59415107,flash,2025-03-13T01:48:36.656660000Z,165513.566902,10022592.846266435,1.9218834269936982,-20638.11832451
btc,2025-03-13 00:00:00+00:00,764889,1619812.4025157231,1608931653806.9155,863005836185.2689,112149504190349.3,19491.97609696,flash,2025-03-14T01:32:09.295003000Z,20225.00396712,flash,2025-03-14T01:32:09.244285000Z,135806.65052725,11847222.853670768,1.864334615532672,-733.02787016
btc,2025-03-14 00:00:00+00:00,779781,1650110.852112676,1668389628844.3645,863539859366.8021,112149504190349.3,23252.37299036,flash,2025-03-15T02:06:22.626946000Z,24845.50873203,flash,2025-03-15T02:06:22.584378000Z,109299.1994432,15264426.796752375,1.9320354593333136,-1593.1357416700012
btc,2025-03-15 00:00:00+00:00,663845,1642005.9545454544,1673324978903.161,863657251521.0115,112149504190349.3,10788.40629476,flash,2025-03-16T02:51:42.571176000Z,13378.76041435,flash,2025-03-16T02:51:42.525171000Z,54491.76794165,30707848.94876165,1.9374873260847638,-2590.3541195899998
btc,2025-03-16 00:00:00+00:00,682615,1647686.296551724,1636449800880.6472,863677610462.684,112149504190349.3,10600.09622144,flash,2025-03-17T01:45:36.509878000Z,11350.35329153,flash,2025-03-17T01:45:36.456624000Z,57287.49884681,28565565.504205484,1.8947461194507271,-750.2570700899996
btc,2025-03-17 00:00:00+00:00,777796,1645454.7642857141,1666676385336.546,863740611699.9303,112149504190349.3,20142.53170559,flash,2025-03-18T02:12:50.879473000Z,21955.77952201,flash,2025-03-18T02:12:50.835364000Z,98557.33576859,16910728.89033707,1.9296028955456377,-1813.2478164200002
btc,2025-03-18 00:00:00+00:00,728748,1608701.704225352,1640266102189.8103,863795301994.8462,112149504190349.3,20408.61070811,flash,2025-03-19T01:20:48.710834000Z,19971.02011671,flash,2025-03-19T01:20:48.660042000Z,101041.89394946,16233524.908096561,1.8989060236861497,437.5905914000032
btc,2025-03-19 00:00:00+00:00,757656,1598193.6052631577,1721514946126.3872,864564478071.9651,112149504190349.3,21828.3136121,flash,2025-03-20T02:21:01.742520000Z,28058.32571605,flash,2025-03-20T02:21:01.696640000Z,116581.3633107,14766639.343017394,1.9911932421344412,-6230.012103950001
btc,2025-03-20 00:00:00+00:00,813034,1616172.9929577464,1668993504738.9026,864841083909.2301,112149504190349.3,29147.30089387,flash,2025-03-21T03:10:41.736935000Z,29791.04064838,flash,2025-03-21T03:10:41.691109000Z,124216.16586244,13436202.068796637,1.929826803780835,-643.7397545099993
btc,2025-03-21 00:00:00+00:00,769088,1658308.8275862068,1667929256877.527,865034436186.7712,112149504190349.3,19582.87635846,flash,2025-03-22T02:17:01.888550000Z,20783.63923186,flash,2025-03-22T02:17:01.839229000Z,95809.97909206,17408721.64552797,1.9281651540140552,-1200.7628734000027
btc,2025-03-22 00:00:00+00:00,644074,1678985.52,1663044522837.712,865106189084.3373,112149504190349.3,8811.07664035,flash,2025-03-23T01:42:31.622433000Z,10611.09840309,flash,2025-03-23T01:42:31.575815000Z,46670.94330456,35633402.821648635,1.9223588315764384,-1800.0217627399998
btc,2025-03-23 00:00:00+00:00,610837,1652054.8846153845,1701569937335.213,865330751977.0315,113087506885643.7,8137.50133197,flash,2025-03-24T01:07:26.830923000Z,10097.53420494,flash,2025-03-24T01:07:26.785400000Z,46512.83359855,36582805.339734405,1.9663809860537322,-1960.0328729700004
btc,2025-03-24 00:00:00+00:00,809888,1608210.5454545454,1732597247212.6855,865917882136.9402,113757508810854.0,22213.15536707,flash,2025-03-25T02:43:32.825340000Z,35164.36544366,flash,2025-03-25T02:43:32.771621000Z,122630.6676415,14128580.399462406,2.0008793939408274,-12951.210076589996
btc,2025-03-25 00:00:00+00:00,725387,1532757.8590604025,1734627459888.4236,866155634818.9012,113757508810854.0,27386.59098978,flash,2025-03-26T01:40:24.394121000Z,51447.23259911,flash,2025-03-26T01:40:24.340514000Z,118799.62026473,14601287.916771322,2.002674104003382,-24060.64160933
btc,2025-03-26 00:00:00+00:00,759292,1619851.1118421052,1723038102417.2332,866496465461.917,113757508810854.0,26673.12312854,flash,2025-03-27T02:19:48.241728000Z,32456.53002317,flash,2025-03-27T02:19:48.190591000Z,126342.47690748,13637836.969739052,1.9885114032158295,-5783.406894629999
btc,2025-03-27 00:00:00+00:00,778898,1624261.081081081,1730512308533.819,866682239080.5942,113757508810854.0,19306.05701374,flash,2025-03-28T01:37:30.063956000Z,21921.26444944,flash,2025-03-28T01:37:30.005604000Z,109118.14512659,15859070.061411139,1.9967090941768981,-2615.207435700002
btc,2025-03-28 00:00:00+00:00,830965,1553020.3896103897,1672964353420.1504,867593045545.9929,113757508810854.0,33124.00040148,flash,2025-03-29T02:21:02.760994000Z,37685.23566051,flash,2025-03-29T02:21:02.809997000Z,150931.8493029,11084236.767434917,1.9282823462091283,-4561.23525903
btc,2025-03-29 00:00:00+00:00,665765,1654639.4609929079,1637046774655.5232,867427488915.2189,113757508810854.0,14352.47125303,flash,2025-03-30T01:54:49.528335000Z,18714.94320112,flash,2025-03-30T01:54:49.574305000Z,85462.93229949,19155050.389785096,1.8872433668233977,-4362.47194809
btc,2025-03-30 00:00:00+00:00,611195,1561764.9489051094,1631511606002.1655,867264282881.2635,113757508810854.0,24698.89875035,flash,2025-03-31T02:34:47.097279000Z,24456.15334072,flash,2025-03-31T02:34:47.154404000Z,101731.29682067,16037460.024501242,1.8812161854306808,242.7454096299989
btc,2025-03-31 00:00:00+00:00,770064,1475260.8783783785,1636411209942.2063,867162086341.2705,113757508810854.0,44559.371987,flash,2025-04-01T02:30:21.799496000Z,41527.99239581,flash,2025-04-01T02:30:21.844089000Z,142807.72878447,11458842.065977609,1.8870880493017759,3031.3795911900015
btc,2025-04-01 00:00:00+00:00,807365,1565395.3555555556,1691322616301.7249,867310823342.6433,113757508810854.0,25428.30578234,flash,2025-04-02T01:20:30.810741000Z,31027.63029022,flash,2025-04-02T01:20:30.859433000Z,102207.14626906,16547987.866223397,1.9500766862141925,-5599.324507879999
btc,2025-04-02 00:00:00+00:00,769838,1355723.488372093,1638359405101.183,867647649721.6266,113757508810854.0,30004.12067529,flash,2025-04-03T02:43:09.435393000Z,33887.49425866,flash,2025-04-03T02:43:09.487140000Z,148379.23166655,11041702.984303348,1.8882773504046595,-3883.373583370001
btc,2025-04-03 00:00:00+00:00,792583,1586501.5394736843,1645862024148.4058,868916569959.424,113757508810854.0,31272.86982082,flash,2025-04-04T01:21:22.819482000Z,41061.31975515,flash,2025-04-04T01:21:22.864628000Z,133124.7909206,12363302.227682386,1.8941542618128033,-9788.449934329998
btc,2025-04-04 00:00:00+00:00,820433,1399814.788888889,1662629046893.7307,869272459611.3063,113757508810854.0,35617.50612191,flash,2025-04-05T01:31:15.302056000Z,38473.04701204,flash,2025-04-05T01:31:15.345184000Z,126386.91923262,13155072.194089942,1.9126673444102584,-2855.540890129996
btc,2025-04-05 00:00:00+00:00,736838,1141019.713414634,1653304002042.126,869389747047.463,116640236515632.6,18509.98572001,flash,2025-04-06T03:17:08.887189000Z,16474.71073818,flash,2025-04-06T03:17:08.929654000Z,72832.81432617,22699987.87412046,1.9016833447333792,2035.27498183
btc,2025-04-06 00:00:00+00:00,645459,1283305.7172413792,1547096309796.6248,869094655503.0612,121507793131898.1,27316.10460283,flash,2025-04-07T01:47:54.436613000Z,23778.83970805,flash,2025-04-07T01:47:54.485175000Z,81660.03568211,18945574.746247154,1.7801240635878879,3537.2648947800008
btc,2025-04-07 00:00:00+00:00,791618,1469584.7793103447,1576362060476.6785,869564952069.6445,121507793131898.1,51943.63372103,flash,2025-04-08T01:38:44.515592000Z,55543.98090834,flash,2025-04-08T01:37:02.043754000Z,181306.1507976,8694476.461730415,1.8128169226747144,-3600.347187310006
btc,2025-04-08 00:00:00+00:00,736263,1296897.6732026143,1515457839297.2393,868972336022.8477,121507793131898.1,36065.05289736,flash,2025-04-09T01:47:07.773373000Z,33084.54543007,flash,2025-04-09T01:45:24.061017000Z,140423.66596865,10792040.136849651,1.7439655745926919,2980.507467290001
btc,2025-04-09 00:00:00+00:00,743091,1406676.4809160305,1641909959540.38,870010078933.0509,121507793131898.1,33340.22707842,flash,2025-04-10T02:13:01.077686000Z,37349.52894475,flash,2025-04-10T02:10:28.702056000Z,161600.77088724,10160285.440012248,1.887230963523962,-4009.3018663300027
btc,2025-04-10 00:00:00+00:00,745006,1326936.7361111112,1579190648363.4094,870207845205.0127,121507793131898.1,26913.74081062,flash,2025-04-11T01:22:51.470807000Z,30777.96316584,flash,2025-04-11T01:28:12.729412000Z,137302.2464129,11501564.538240789,1.8147281216378452,-3864.222355220001
